date,local_route,light_rail,peak_service,rapid_route,school,other
2023-09-02T00:00:00.000,3959,6385,0,9125,0,13.0
2022-10-03T00:00:00.000,2168,4046,0,5659,0,13.0
2021-03-15T00:00:00.000,16570,9384,354,17731,5693,57.0
2021-04-08T00:00:00.000,11836,8604,262,15243,0,69.0
2022-11-09T00:00:00.000,15356,9747,284,16491,4341,71.0
2024-04-25T00:00:00.000,2425,4726,0,6122,0,19.0
2021-07-26T00:00:00.000,14918,8563,295,15651,5557,57.0
2022-11-26T00:00:00.000,4063,9014,0,8471,0,26.0
2022-11-15T00:00:00.000,14825,9797,261,16820,4113,71.0
2020-07-27T00:00:00.000,9904,4865,157,9922,5038,25.0
2023-08-25T00:00:00.000,15613,11094,296,19360,4445,74.0
2019-10-16T00:00:00.000,19025,12516,435,26062,5862,1.0
2020-07-21T00:00:00.000,11431,5706,148,11239,5160,29.0
2021-10-03T00:00:00.000,594,691,0,1311,0,10.0
2021-05-22T00:00:00.000,3257,4849,0,6541,0,42.0
2023-01-31T00:00:00.000,15316,10196,297,17918,3664,54.0
2022-09-02T00:00:00.000,13829,9212,152,15371,4291,53.0
2023-09-19T00:00:00.000,16511,11677,357,20607,4863,75.0
2024-03-03T00:00:00.000,2954,5261,0,7208,0,23.0
2024-06-12T00:00:00.000,17166,10623,364,19041,5116,70.0
2021-10-31T00:00:00.000,1558,2212,0,3307,0,16.0
2024-06-13T00:00:00.000,16966,10391,343,18676,4888,94.0
2020-12-15T00:00:00.000,12627,8322,266,14088,1135,46.0
2023-11-19T00:00:00.000,2852,4704,0,6737,0,20.0
2020-02-05T00:00:00.000,19625,11974,423,25010,7208,0.0
2021-01-15T00:00:00.000,10317,5360,175,12170,0,47.0
2021-07-05T00:00:00.000,10261,7354,256,13077,0,27.0
2024-08-26T00:00:00.000,16344,10408,323,19329,4935,65.0
2019-08-13T00:00:00.000,19097,12372,468,26757,5716,0.0
2024-03-31T00:00:00.000,2282,4375,0,5925,0,6.0
2021-01-11T00:00:00.000,4199,5553,110,3843,0,2.0
2021-06-02T00:00:00.000,16489,9620,305,17913,5512,110.0
2021-01-27T00:00:00.000,10770,7068,282,13369,0,51.0
2024-05-29T00:00:00.000,17508,10878,389,19124,5264,66.0
2021-12-19T00:00:00.000,1585,2348,0,3549,0,40.0
2019-11-07T00:00:00.000,18777,12046,473,24991,5639,0.0
2020-07-12T00:00:00.000,1381,2284,0,3311,0,2.0
2021-06-05T00:00:00.000,3279,4610,0,6389,0,37.0
2020-11-05T00:00:00.000,12251,6152,212,12220,4789,54.0
2022-06-10T00:00:00.000,12698,8385,193,14180,3862,48.0
2023-11-03T00:00:00.000,16077,10796,259,18509,4585,70.0
2022-11-03T00:00:00.000,14796,9131,232,16373,4190,88.0
2024-05-24T00:00:00.000,16631,10638,252,18396,4345,63.0
2024-09-10T00:00:00.000,16727,10665,366,19896,4629,73.0
2020-04-05T00:00:00.000,746,744,0,1289,0,3.0
2024-05-11T00:00:00.000,4207,5358,0,7194,0,16.0
2024-09-26T00:00:00.000,9,0,0,0,2,
2022-01-06T00:00:00.000,5438,3846,50,6286,0,26.0
2020-05-27T00:00:00.000,7619,3700,99,7974,4084,1.0
2022-12-28T00:00:00.000,5505,4082,20,6369,0,41.0
2024-02-14T00:00:00.000,19121,11890,418,22017,6312,134.0
2023-06-25T00:00:00.000,2380,4256,0,5770,0,24.0
2021-05-09T00:00:00.000,2063,3493,0,4627,0,24.0
2021-02-25T00:00:00.000,16339,9267,301,17560,5829,110.0
2020-08-29T00:00:00.000,2266,3880,0,5153,0,14.0
2019-10-11T00:00:00.000,14293,12071,285,22457,0,0.0
2021-04-06T00:00:00.000,11113,8226,318,14590,0,59.0
2020-09-26T00:00:00.000,2377,3749,0,5286,0,17.0
2019-12-26T00:00:00.000,2804,4987,0,6726,0,0.0
2021-07-09T00:00:00.000,10476,8172,193,13363,0,40.0
2020-10-11T00:00:00.000,1846,2842,0,4107,0,45.0
2020-02-04T00:00:00.000,19116,11690,498,25242,6225,0.0
2022-10-24T00:00:00.000,13910,8787,282,15422,4451,85.0
2022-09-16T00:00:00.000,13366,9265,183,15208,3998,62.0
2024-01-11T00:00:00.000,11477,8637,262,14897,0,63.0
2020-10-07T00:00:00.000,8928,5773,228,10638,0,40.0
2024-01-25T00:00:00.000,12196,9485,273,16331,0,76.0
2022-02-28T00:00:00.000,13125,6930,161,13403,5547,71.0
2020-12-05T00:00:00.000,3054,4333,0,6090,0,29.0
2021-10-13T00:00:00.000,2732,1229,28,2777,0,29.0
2020-07-05T00:00:00.000,1596,2702,0,3585,0,3.0
2020-09-21T00:00:00.000,12177,5935,200,11947,5022,49.0
2022-09-18T00:00:00.000,2108,3922,0,5466,0,11.0
2024-02-20T00:00:00.000,19124,12459,391,22628,5916,110.0
2024-04-24T00:00:00.000,13733,10679,359,18766,0,73.0
2019-12-14T00:00:00.000,3821,6422,0,8312,0,0.0
2019-11-27T00:00:00.000,17817,11681,432,23824,5138,135.0
2019-10-18T00:00:00.000,18448,12685,370,25368,5421,1.0
2021-01-29T00:00:00.000,9839,6673,200,11929,0,50.0
2020-06-16T00:00:00.000,9492,4940,152,10258,4880,3.0
2022-05-26T00:00:00.000,14094,9156,236,15478,4057,76.0
2020-08-21T00:00:00.000,10782,5601,151,10671,4802,58.0
2021-07-06T00:00:00.000,10113,7544,270,13375,0,41.0
2023-05-09T00:00:00.000,16463,11195,398,19820,5055,63.0
2020-01-11T00:00:00.000,3059,4677,0,6433,0,2.0
2024-02-29T00:00:00.000,19155,12292,353,22322,5779,108.0
2021-07-16T00:00:00.000,13721,8248,209,14637,4720,66.0
2021-06-28T00:00:00.000,9512,6550,230,12511,0,49.0
2022-08-16T00:00:00.000,13948,8799,230,16341,4461,46.0
2022-05-16T00:00:00.000,13615,7662,224,14577,4462,55.0
2020-05-14T00:00:00.000,4340,2420,75,5365,891,2.0
2023-06-24T00:00:00.000,3687,5589,0,7355,0,29.0
2019-07-12T00:00:00.000,12614,9413,344,18057,0,1.0
2021-05-11T00:00:00.000,16561,9506,347,17516,5581,90.0
2021-06-20T00:00:00.000,1947,3298,0,4742,0,22.0
2021-09-26T00:00:00.000,563,599,0,1176,0,5.0
2020-10-12T00:00:00.000,12751,6503,215,12624,5522,102.0
2022-12-05T00:00:00.000,13053,9071,259,15430,2872,63.0
2023-08-08T00:00:00.000,16636,11895,405,21512,3997,94.0
2020-07-24T00:00:00.000,11450,6212,124,11382,5209,43.0
2024-01-03T00:00:00.000,9006,6499,196,11081,0,46.0
2023-09-28T00:00:00.000,12856,11739,275,19070,0,56.0
2022-08-21T00:00:00.000,2075,3712,0,5306,0,19.0
2024-09-21T00:00:00.000,28,832,0,64,0,
2019-08-11T00:00:00.000,3707,3943,0,5770,0,1.0
2023-02-23T00:00:00.000,16954,11357,323,21285,5182,120.0
2022-12-18T00:00:00.000,2487,4070,0,5647,0,35.0
2024-07-20T00:00:00.000,3685,4670,0,6703,0,14.0
2022-02-19T00:00:00.000,3023,4443,0,5958,0,32.0
2020-12-12T00:00:00.000,3187,5177,0,6380,0,16.0
2024-07-18T00:00:00.000,12322,9647,291,16458,0,72.0
2022-07-14T00:00:00.000,9513,7978,200,12749,0,53.0
2020-11-07T00:00:00.000,2897,4034,0,5741,0,25.0
2023-10-25T00:00:00.000,16581,11075,363,19813,5140,60.0
2022-04-02T00:00:00.000,2751,4433,0,6021,0,15.0
2024-05-07T00:00:00.000,18103,11758,382,20829,5540,85.0
2020-03-08T00:00:00.000,3154,4829,0,6895,0,1.0
2020-12-25T00:00:00.000,172,451,0,356,0,0.0
2023-11-01T00:00:00.000,15949,10451,341,19032,5006,74.0
2024-03-12T00:00:00.000,19088,12106,398,22339,6038,101.0
2021-10-21T00:00:00.000,5132,2380,48,5301,0,38.0
2020-12-10T00:00:00.000,13171,8634,237,14607,2553,56.0
2020-08-30T00:00:00.000,1841,2713,0,3867,0,27.0
2023-12-29T00:00:00.000,6889,5020,22,7867,0,33.0
2024-05-04T00:00:00.000,4856,6139,0,8444,0,22.0
2020-06-21T00:00:00.000,1379,2289,0,3172,0,3.0
2021-06-08T00:00:00.000,16301,9571,334,17376,5389,66.0
2020-03-12T00:00:00.000,19980,12347,447,27428,6141,0.0
2022-03-25T00:00:00.000,13446,8656,182,15567,4428,49.0
2019-07-22T00:00:00.000,18376,11664,440,24147,5332,0.0
2021-03-25T00:00:00.000,16955,9822,328,18354,5521,88.0
2023-12-12T00:00:00.000,14886,10356,352,17925,1057,89.0
2024-06-09T00:00:00.000,2785,4826,0,6671,0,18.0
2023-08-22T00:00:00.000,16136,11369,356,20456,4731,72.0
2022-08-13T00:00:00.000,3097,4934,0,6808,0,21.0
2023-10-26T00:00:00.000,16819,10938,324,19802,5116,81.0
2023-07-16T00:00:00.000,2532,4481,0,6468,0,21.0
2022-06-17T00:00:00.000,12574,8810,194,14281,4069,44.0
2020-02-08T00:00:00.000,3711,5888,0,7675,0,0.0
2023-08-09T00:00:00.000,16458,12116,393,20886,4575,149.0
2021-10-09T00:00:00.000,954,893,0,1730,0,5.0
2021-02-14T00:00:00.000,2452,3681,0,5320,0,23.0
2020-05-18T00:00:00.000,5686,2707,85,6389,1986,0.0
2023-04-07T00:00:00.000,1146,2347,0,3058,0,11.0
2020-05-26T00:00:00.000,7414,3709,110,7828,4010,1.0
2020-08-26T00:00:00.000,11782,5909,175,11980,5235,37.0
2023-01-24T00:00:00.000,11675,8849,276,15200,0,60.0
2024-02-01T00:00:00.000,17873,10488,352,18306,4558,71.0
2023-08-26T00:00:00.000,4105,7011,0,8653,0,13.0
2021-06-15T00:00:00.000,15462,9377,309,16887,5069,79.0
2019-09-18T00:00:00.000,19573,12757,419,26092,5731,0.0
2019-11-10T00:00:00.000,2744,4584,0,6673,0,1.0
2022-10-20T00:00:00.000,15110,9605,244,17024,4531,113.0
2019-08-06T00:00:00.000,19528,12403,474,26649,5947,0.0
2023-04-05T00:00:00.000,16759,10913,355,19340,4987,84.0
2021-03-13T00:00:00.000,3272,3524,0,6628,0,26.0
2022-06-23T00:00:00.000,12406,8506,244,14809,3999,74.0
2023-05-18T00:00:00.000,16171,11091,335,19269,5070,118.0
2022-02-18T00:00:00.000,12716,7199,127,12989,5208,59.0
2021-01-30T00:00:00.000,2963,4235,0,5929,0,34.0
2022-03-10T00:00:00.000,13773,7887,184,15192,5233,85.0
2023-07-28T00:00:00.000,15294,10730,262,18223,4694,77.0
2022-07-12T00:00:00.000,9556,7802,229,12924,0,54.0
2022-04-06T00:00:00.000,14261,8349,249,15143,4690,68.0
2020-07-11T00:00:00.000,1822,2998,0,4270,0,3.0
2022-06-30T00:00:00.000,11479,8122,225,14257,1309,68.0
2019-11-04T00:00:00.000,18178,11601,452,24231,5833,0.0
2019-07-03T00:00:00.000,16613,10658,427,22025,3638,
2021-12-09T00:00:00.000,11059,6942,199,12064,2369,52.0
2023-09-18T00:00:00.000,15571,10509,381,18959,4805,57.0
2023-12-27T00:00:00.000,5809,4327,28,7040,0,30.0
2021-06-14T00:00:00.000,2043,3204,0,4470,0,12.0
2019-08-31T00:00:00.000,5683,6736,0,9225,2,1.0
2023-05-07T00:00:00.000,2010,3260,0,4904,0,18.0
2021-10-02T00:00:00.000,888,774,0,1425,0,12.0
2024-02-10T00:00:00.000,4320,8460,0,8832,0,22.0
2023-01-05T00:00:00.000,8541,7632,141,11050,0,42.0
2024-07-24T00:00:00.000,17528,11488,385,20156,5190,79.0
2021-07-20T00:00:00.000,15046,8528,328,15468,5450,66.0
2023-07-21T00:00:00.000,15700,10657,200,18176,4714,151.0
2020-02-06T00:00:00.000,20061,11865,477,25312,7234,
2021-01-05T00:00:00.000,8057,6167,166,9725,0,39.0
2024-04-01T00:00:00.000,2631,4139,0,6241,0,23.0
2022-08-19T00:00:00.000,13435,9082,180,15167,4297,78.0
2021-01-24T00:00:00.000,1949,2590,0,3903,0,42.0
2021-12-02T00:00:00.000,11386,6669,185,12560,3815,64.0
2022-02-07T00:00:00.000,11886,5832,136,11005,5760,53.0
2022-08-08T00:00:00.000,13260,8249,224,15030,4586,66.0
2022-06-27T00:00:00.000,11424,7787,218,13919,2678,66.0
2023-07-17T00:00:00.000,14797,10018,383,17549,2033,87.0
2019-07-18T00:00:00.000,14092,10938,396,20989,0,0.0
2021-04-03T00:00:00.000,2445,4380,0,5352,0,22.0
2021-07-02T00:00:00.000,10127,7741,203,12920,0,37.0
2023-06-18T00:00:00.000,2206,4128,0,5846,0,18.0
2020-04-02T00:00:00.000,2648,1364,54,3201,53,1.0
2022-12-11T00:00:00.000,2424,4662,0,5876,0,24.0
2021-06-17T00:00:00.000,15189,9338,320,17070,4969,68.0
2023-04-27T00:00:00.000,16872,11389,362,20509,5453,101.0
2024-07-28T00:00:00.000,2657,4446,0,6798,0,20.0
2019-11-25T00:00:00.000,17086,11115,451,23151,5426,121.0
2020-10-18T00:00:00.000,1897,2913,0,4101,0,13.0
2021-11-16T00:00:00.000,10946,5979,165,11113,4641,50.0
2021-11-15T00:00:00.000,10197,5165,154,9988,4451,80.0
2023-12-09T00:00:00.000,4016,6021,0,7978,0,10.0
2019-12-10T00:00:00.000,16469,11255,437,22691,3831,0.0
2024-05-08T00:00:00.000,18132,11744,369,20586,5456,101.0
2024-08-22T00:00:00.000,15692,11103,315,20190,1804,92.0
2023-12-15T00:00:00.000,13820,10948,210,16933,593,55.0
2020-03-04T00:00:00.000,18430,11417,470,25248,6040,137.0
2023-11-17T00:00:00.000,15668,10600,252,18380,4572,67.0
2023-10-13T00:00:00.000,16430,11369,260,19439,4977,68.0
2024-03-14T00:00:00.000,19016,12133,373,22077,6188,122.0
2023-10-16T00:00:00.000,15484,9830,338,18415,5125,83.0
2019-10-22T00:00:00.000,18951,12425,464,25925,5661,0.0
2020-08-07T00:00:00.000,10080,5185,124,9993,4680,26.0
2023-12-24T00:00:00.000,2298,3487,0,4827,0,12.0
2022-08-04T00:00:00.000,9753,6280,157,11787,3258,58.0
2020-07-25T00:00:00.000,2013,3721,0,4838,0,15.0
2020-05-31T00:00:00.000,1286,1917,0,2755,0,3.0
2022-10-30T00:00:00.000,2259,4171,0,5454,0,14.0
2020-06-22T00:00:00.000,8964,4925,138,10045,4805,3.0
2019-08-18T00:00:00.000,3691,4355,0,5976,0,1.0
2022-12-20T00:00:00.000,10832,8308,221,13925,0,46.0
2022-06-02T00:00:00.000,13351,8513,249,14933,4426,64.0
2022-03-28T00:00:00.000,13027,7620,254,14486,4896,49.0
2023-12-08T00:00:00.000,14296,10697,245,17018,1522,68.0
2024-06-29T00:00:00.000,4592,5955,0,8447,0,16.0
2024-09-05T00:00:00.000,16619,10246,267,19130,4713,91.0
2023-06-05T00:00:00.000,14933,9862,368,17463,5113,50.0
2023-09-30T00:00:00.000,4072,7268,0,9330,0,92.0
2022-10-04T00:00:00.000,10872,9141,219,15168,0,64.0
2023-02-25T00:00:00.000,4194,8074,0,8817,0,36.0
2020-04-11T00:00:00.000,891,778,0,1523,0,0.0
2024-04-22T00:00:00.000,12918,10197,389,17538,0,63.0
2024-03-22T00:00:00.000,17757,12168,258,20614,5237,65.0
2019-10-05T00:00:00.000,3494,6942,0,9031,0,0.0
2021-02-03T00:00:00.000,16332,8949,295,16550,6740,46.0
2022-07-28T00:00:00.000,13634,8601,218,15277,4444,70.0
2020-04-06T00:00:00.000,3018,1565,54,3387,42,0.0
2019-07-05T00:00:00.000,16040,10532,400,20697,2856,
2020-07-15T00:00:00.000,6998,5168,139,9967,0,4.0
2021-05-01T00:00:00.000,3210,5051,0,6511,0,31.0
2022-04-19T00:00:00.000,9097,6941,231,12267,0,51.0
2023-10-01T00:00:00.000,2705,5627,0,7399,0,21.0
2024-07-02T00:00:00.000,14670,9940,341,17921,2970,50.0
2021-08-02T00:00:00.000,15232,8730,292,16641,4647,91.0
2021-11-10T00:00:00.000,10766,5418,158,10274,4747,68.0
2022-03-02T00:00:00.000,13166,7064,196,14058,5354,54.0
2022-11-06T00:00:00.000,2285,4208,0,5560,0,44.0
2023-07-22T00:00:00.000,4049,6498,0,8846,0,25.0
2024-05-01T00:00:00.000,18637,12002,411,21233,5781,123.0
2021-03-26T00:00:00.000,16457,10272,212,17390,5531,93.0
2022-09-13T00:00:00.000,13819,9164,221,16368,4359,59.0
2020-04-12T00:00:00.000,586,688,0,1049,0,0.0
2021-01-14T00:00:00.000,9839,5073,223,12053,0,30.0
2020-06-08T00:00:00.000,1360,2039,0,3038,0,0.0
2020-06-04T00:00:00.000,9131,4513,114,9588,5000,1.0
2019-08-27T00:00:00.000,18837,12065,450,25778,5460,0.0
2020-03-24T00:00:00.000,5555,3458,210,8169,443,0.0
2020-05-05T00:00:00.000,3551,1917,67,4496,149,10.0
2022-03-03T00:00:00.000,13811,7614,193,14616,5631,86.0
2020-04-09T00:00:00.000,3294,1569,40,3661,34,1.0
2024-02-24T00:00:00.000,4765,8846,0,9909,0,14.0
2023-01-25T00:00:00.000,11963,9123,261,15513,0,62.0
2024-09-11T00:00:00.000,16701,10626,342,19293,4750,131.0
2023-04-14T00:00:00.000,11464,9419,261,15882,0,60.0
2021-01-22T00:00:00.000,10235,5446,196,12627,0,45.0
2020-12-08T00:00:00.000,13519,8538,257,15053,3522,55.0
2020-12-14T00:00:00.000,12176,8184,249,13666,971,38.0
2021-05-27T00:00:00.000,16618,9841,310,17936,5285,114.0
2021-08-09T00:00:00.000,15466,8880,311,16701,5268,62.0
2020-02-16T00:00:00.000,2910,4208,0,6437,0,1.0
2020-09-14T00:00:00.000,12068,6187,190,12126,4973,77.0
2021-06-27T00:00:00.000,2109,3300,0,4711,0,19.0
2020-05-16T00:00:00.000,1512,1838,0,2915,0,0.0
2020-03-09T00:00:00.000,2902,4399,0,6739,0,1.0
2024-06-19T00:00:00.000,15962,10081,361,18459,4710,74.0
2022-01-31T00:00:00.000,8241,4904,99,8679,901,24.0
2024-05-09T00:00:00.000,18054,11401,358,20069,5530,108.0
2020-12-22T00:00:00.000,9059,6636,186,10915,0,36.0
2020-04-15T00:00:00.000,2970,1602,55,3627,0,1.0
2023-06-12T00:00:00.000,2280,3635,0,5382,0,14.0
2020-10-13T00:00:00.000,13449,6815,243,13550,5596,106.0
2020-03-06T00:00:00.000,19515,12465,386,26030,6147,150.0
2019-09-19T00:00:00.000,19547,12707,458,26165,5745,0.0
2022-11-05T00:00:00.000,3531,5568,0,7541,0,34.0
2019-11-14T00:00:00.000,19081,12298,462,25207,5569,0.0
2023-05-15T00:00:00.000,15462,10191,373,18451,5000,82.0
2024-09-04T00:00:00.000,16479,10552,371,19335,4528,74.0
2021-11-21T00:00:00.000,1677,2593,0,3849,0,19.0
2024-05-17T00:00:00.000,17286,11158,271,19497,4885,65.0
2021-12-21T00:00:00.000,8405,6122,156,10569,0,55.0
2021-08-27T00:00:00.000,2086,772,20,1888,0,24.0
2023-06-26T00:00:00.000,12935,9282,322,16301,2924,67.0
2020-03-15T00:00:00.000,2607,3502,0,5840,0,0.0
2024-04-29T00:00:00.000,13634,10232,371,18038,1112,52.0
2019-11-26T00:00:00.000,17653,11287,472,24190,5380,76.0
2021-09-17T00:00:00.000,2516,1016,15,2354,0,30.0
2020-08-11T00:00:00.000,11796,5801,168,11817,5235,55.0
2020-01-16T00:00:00.000,12368,9422,363,18705,0,0.0
2021-12-13T00:00:00.000,10459,6772,179,11968,917,58.0
2023-01-10T00:00:00.000,10552,8025,254,13727,0,50.0
2023-12-10T00:00:00.000,2825,4910,0,6406,0,17.0
2023-02-16T00:00:00.000,17090,11327,292,20321,5753,117.0
2022-03-11T00:00:00.000,13492,8348,175,14959,4656,49.0
2022-12-23T00:00:00.000,8636,6882,60,10697,0,45.0
2021-01-09T00:00:00.000,2323,4005,0,4997,0,27.0
2023-07-29T00:00:00.000,3889,6929,0,8827,0,12.0
2023-08-06T00:00:00.000,2544,5047,0,6831,0,25.0
2023-06-15T00:00:00.000,15314,11367,367,18266,4364,76.0
2020-09-29T00:00:00.000,9469,6426,222,11375,0,43.0
2021-07-13T00:00:00.000,15437,8969,312,16007,5151,56.0
2020-11-17T00:00:00.000,13498,7809,273,14397,4780,42.0
2023-09-07T00:00:00.000,15871,10476,310,19018,4607,69.0
2021-01-31T00:00:00.000,2227,3231,0,4579,0,19.0
2024-05-02T00:00:00.000,18416,11639,347,21093,5737,71.0
2022-11-13T00:00:00.000,1869,3197,0,4669,4,19.0
2020-09-10T00:00:00.000,12648,6421,213,12437,5072,56.0
2024-01-17T00:00:00.000,11095,8629,320,14569,0,63.0
2021-03-06T00:00:00.000,3287,5006,0,6519,0,42.0
2021-08-31T00:00:00.000,2111,767,19,1877,0,18.0
2024-07-26T00:00:00.000,16541,10792,282,19038,5135,76.0
2022-10-26T00:00:00.000,14973,9509,276,17188,4285,112.0
2020-04-03T00:00:00.000,3084,1558,52,3519,49,0.0
2021-07-03T00:00:00.000,2729,3929,0,5591,0,30.0
2022-07-08T00:00:00.000,9344,7810,158,12178,0,43.0
2020-01-29T00:00:00.000,13618,10066,281,20355,0,0.0
2020-02-21T00:00:00.000,20196,14773,381,27274,6270,1.0
2020-01-21T00:00:00.000,13327,10650,441,20494,0,1.0
2024-09-20T00:00:00.000,485,2537,0,440,37,0.0
2024-06-11T00:00:00.000,16261,10347,340,18625,5118,91.0
2023-01-06T00:00:00.000,8728,8728,119,11240,0,74.0
2022-05-14T00:00:00.000,2993,4715,0,6276,0,17.0
2020-07-26T00:00:00.000,1377,1935,0,2952,0,14.0
2022-09-17T00:00:00.000,3201,5410,0,7001,0,21.0
2022-05-06T00:00:00.000,12690,8920,162,13686,3786,1105.0
2023-09-12T00:00:00.000,16225,10752,370,20100,4952,91.0
2020-11-11T00:00:00.000,13983,7616,255,14158,4924,50.0
2021-04-21T00:00:00.000,17008,9756,333,18260,5945,87.0
2020-09-05T00:00:00.000,2352,3874,0,5703,0,33.0
2019-09-03T00:00:00.000,18655,11206,473,24236,5993,0.0
2021-05-17T00:00:00.000,15725,8498,290,16844,5324,58.0
2019-12-18T00:00:00.000,15571,10783,386,20872,838,0.0
2021-10-18T00:00:00.000,4309,2260,46,4470,0,63.0
2023-10-15T00:00:00.000,2733,4674,0,6635,0,12.0
2023-04-12T00:00:00.000,11439,8952,304,16302,0,49.0
2021-02-23T00:00:00.000,16307,9324,340,17544,5964,90.0
2021-03-02T00:00:00.000,15296,9596,340,17364,2279,84.0
2020-10-14T00:00:00.000,13220,6932,235,13692,5362,56.0
2022-10-19T00:00:00.000,15004,9893,271,17401,4520,144.0
2022-08-15T00:00:00.000,13351,8501,229,15343,4725,59.0
2023-10-10T00:00:00.000,16811,11939,388,21002,5082,67.0
2021-03-17T00:00:00.000,16785,9652,382,18088,5806,58.0
2024-03-11T00:00:00.000,1836,4736,0,5122,0,11.0
2020-04-21T00:00:00.000,3012,2336,59,3738,0,0.0
2019-12-24T00:00:00.000,7522,5894,75,9896,0,0.0
2022-11-02T00:00:00.000,14923,9251,292,16548,4134,90.0
2021-05-24T00:00:00.000,15716,9235,302,16929,5234,73.0
2021-01-23T00:00:00.000,2945,2568,0,5160,0,26.0
2024-05-25T00:00:00.000,4666,6110,0,8155,0,17.0
2023-02-24T00:00:00.000,16736,12125,271,20324,5107,94.0
2020-05-15T00:00:00.000,4497,2636,76,5496,850,3.0
2024-01-02T00:00:00.000,8080,5927,182,10283,0,41.0
2020-02-19T00:00:00.000,20862,12622,478,27974,6723,0.0
2020-04-01T00:00:00.000,3044,1684,63,3666,72,0.0
2024-04-12T00:00:00.000,16685,10875,266,19046,4712,84.0
2021-11-05T00:00:00.000,9840,5081,93,9188,4393,50.0
2021-02-26T00:00:00.000,16179,9691,244,17227,5709,87.0
2024-09-28T00:00:00.000,1,0,0,4,0,
2022-08-14T00:00:00.000,2020,3445,0,5028,0,34.0
2020-08-09T00:00:00.000,1420,1907,0,3035,0,12.0
2021-02-02T00:00:00.000,15765,8633,284,16256,5961,47.0
2024-09-08T00:00:00.000,2702,4369,0,6920,0,33.0
2023-05-25T00:00:00.000,12032,10241,300,15122,4884,56.0
2024-02-12T00:00:00.000,17903,10604,389,19884,6207,89.0
2023-11-29T00:00:00.000,12696,8960,327,15477,3405,54.0
2020-03-01T00:00:00.000,2913,5869,0,6972,0,2.0
2024-02-21T00:00:00.000,19158,11821,419,22058,6120,67.0
2024-09-25T00:00:00.000,21,0,1,10,8,
2024-07-09T00:00:00.000,12138,9564,308,16424,0,58.0
2022-04-16T00:00:00.000,2541,4171,0,5337,0,12.0
2023-11-22T00:00:00.000,15962,10907,361,19041,4636,67.0
2021-08-04T00:00:00.000,15933,9224,315,17131,5186,54.0
2024-01-10T00:00:00.000,11414,8630,293,14783,0,64.0
2024-07-13T00:00:00.000,4527,5881,0,7983,0,19.0
2021-09-28T00:00:00.000,2435,1014,25,2387,0,27.0
2022-12-08T00:00:00.000,13725,10083,257,16396,2039,54.0
2019-12-29T00:00:00.000,2479,3521,0,4903,0,0.0
2023-09-21T00:00:00.000,16326,11740,314,20496,4733,81.0
2019-07-06T00:00:00.000,5214,6141,0,6925,0,
2019-07-11T00:00:00.000,12776,9536,421,19204,0,0.0
2020-09-17T00:00:00.000,12822,6361,176,12798,5085,73.0
2020-06-09T00:00:00.000,9247,4624,131,9710,4853,6.0
2022-01-14T00:00:00.000,6282,3971,49,7008,0,39.0
2022-02-04T00:00:00.000,12029,6319,100,11191,5591,56.0
2021-02-13T00:00:00.000,3220,4787,0,6099,0,30.0
2019-12-13T00:00:00.000,16427,12551,306,22808,2053,1.0
2023-04-30T00:00:00.000,1843,3261,0,4842,0,11.0
2022-08-06T00:00:00.000,2971,4809,0,6471,0,21.0
2022-07-17T00:00:00.000,2062,3396,0,4890,0,29.0
2021-04-28T00:00:00.000,16743,10003,289,18598,5665,98.0
2021-06-18T00:00:00.000,14794,9746,267,16438,4737,64.0
2020-12-21T00:00:00.000,8915,6484,188,10986,0,69.0
2022-04-07T00:00:00.000,12644,7607,224,13913,4633,55.0
2021-06-25T00:00:00.000,13570,9092,224,14802,3337,62.0
2024-09-24T00:00:00.000,36,78,0,21,3,
2022-03-17T00:00:00.000,14363,8534,241,16272,5140,110.0
2022-07-15T00:00:00.000,9293,7980,159,12601,0,45.0
2021-02-15T00:00:00.000,16004,8666,284,16823,6048,47.0
2022-10-18T00:00:00.000,14898,9639,268,17225,4795,68.0
2023-06-06T00:00:00.000,15624,10409,376,18010,4978,69.0
2022-05-11T00:00:00.000,13897,8834,256,15412,4604,67.0
2020-07-13T00:00:00.000,5918,4376,113,8540,0,3.0
2021-08-24T00:00:00.000,1788,711,20,1714,27,14.0
2022-10-12T00:00:00.000,15012,10006,278,17394,4617,63.0
2021-09-22T00:00:00.000,2389,1013,18,2389,0,21.0
2022-09-08T00:00:00.000,13343,8664,224,15129,4322,104.0
2024-07-04T00:00:00.000,14158,9736,322,17267,2795,67.0
2022-05-18T00:00:00.000,13723,8795,255,15675,4227,50.0
2020-05-19T00:00:00.000,6275,3094,92,6537,2527,1.0
2020-05-06T00:00:00.000,3735,2108,63,4605,140,16.0
2023-03-20T00:00:00.000,16522,10963,345,19721,5551,65.0
2021-10-22T00:00:00.000,6021,3057,41,6156,0,39.0
2021-09-10T00:00:00.000,2400,847,18,2299,0,36.0
2020-07-16T00:00:00.000,7046,5060,133,10048,0,2.0
2022-11-24T00:00:00.000,14678,9684,232,16618,3827,94.0
2023-09-27T00:00:00.000,13072,11190,322,19284,0,50.0
2023-07-07T00:00:00.000,10835,9020,205,14696,0,68.0
2021-02-01T00:00:00.000,12304,7426,267,13727,1217,42.0
2023-08-10T00:00:00.000,16090,11395,347,20162,4652,95.0
2021-02-04T00:00:00.000,16008,8818,269,16473,6887,76.0
